图片路径,子图,子图类型,子图数量
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/simulation-usecase/31/images/fig_5.jpg,b,heatmap,5
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/simulation-usecase/31/images/fig_5.jpg,c,heatmap,5
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/simulation-usecase/31/images/fig_5.jpg,d,heatmap,5
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/simulation-usecase/31/images/fig_5.jpg,e,heatmap,5
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/simulation-usecase/31/images/fig_8.jpg,a,heatmap,1
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/simulation-usecase/31/images/fig_14.jpg,a,heatmap,2
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/simulation-usecase/31/images/fig_14.jpg,b,heatmap,2
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/simulation-usecase/31/images/fig_3.jpg,a,apparatus diagram,1
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/simulation-usecase/31/images/fig_2.jpg,a,apparatus diagram,1
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/simulation-usecase/54/images/figure_3.jpg,a,conceptual diagram,2
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/simulation-usecase/54/images/figure_3.jpg,b,conceptual diagram,2
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/simulation-usecase/54/images/figure_2.jpg,a,conceptual diagram,1
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/simulation-usecase/54/images/figure_5.jpg,a,reaction energy profile diagram,1
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/simulation-usecase/54/images/figure_9.jpg,a,reaction scheme,1
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/simulation-usecase/54/images/figure_8.jpg,a,conceptual diagram,1
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/simulation-usecase/54/images/figure_4.jpg,a,reaction energy profile diagram,1
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/simulation-usecase/54/images/ce4b85c2c05eb698fe6f1e4a630c87912516d299eb7c63ba511f48b14c78b28f.jpg,a,conceptual diagram,1
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/simulation-usecase/54/images/figure_7.jpg,a,reaction energy profile diagram,1
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/simulation-usecase/54/images/1327273b261e55f58d47b4629c426348d3c32f7362d46dee84c1d586d14f3ab5.jpg,a,table,1
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/simulation-usecase/54/images/figure_6.jpg,a,reaction scheme,1
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/simulation-usecase/54/images/figure_1.jpg,a,reaction scheme,1
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/simulation-usecase/53/images/figure_3.jpg,a,stacked spectra chart,1
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/simulation-usecase/53/images/figure_2.jpg,a,multiple scatter plot,1
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/simulation-usecase/53/images/figure_5.jpg,a,molecular structure diagram,1
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/simulation-usecase/53/images/figure_9.jpg,a,molecular structure diagram,1
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/simulation-usecase/53/images/figure_10.jpg,a,molecular structure diagram,2
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/simulation-usecase/53/images/figure_10.jpg,b,molecular structure diagram,2
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/simulation-usecase/53/images/figure_11.jpg,a,multiple line chart,1
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/simulation-usecase/53/images/figure_8.jpg,a,multiple line chart,2
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/simulation-usecase/53/images/figure_8.jpg,b,multiple line chart,2
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/simulation-usecase/53/images/figure_4.jpg,a,reaction scheme,1
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/simulation-usecase/53/images/figure_7.jpg,a,molecular structure diagram,1
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/simulation-usecase/53/images/figure_12.jpg,a,molecular structure diagram,2
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/simulation-usecase/53/images/figure_12.jpg,b,molecular structure diagram,2
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/simulation-usecase/53/images/figure_6.jpg,a,multiple line chart,1
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/simulation-usecase/53/images/0ab2f3e4f408574245c6f8a99cf546c1863fda1e7a6c33220e0938239011abaa.jpg,a,reaction scheme,1
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/simulation-usecase/53/images/figure_1.jpg,a,image panel,1
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/simulation-usecase/30/images/4681214406d9cc366cad55f679603fc12f8cb43075cdabef079cf5f2a46c2e8b.jpg,a,reaction scheme,2
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/simulation-usecase/30/images/4681214406d9cc366cad55f679603fc12f8cb43075cdabef079cf5f2a46c2e8b.jpg,b,reaction scheme,2
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/simulation-usecase/30/images/fc74a7a43c2b4e7c76706ffb02402008e78e3a13e96c96e04dbe586e50ac0aef.jpg,a,conceptual diagram,3
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/simulation-usecase/30/images/fc74a7a43c2b4e7c76706ffb02402008e78e3a13e96c96e04dbe586e50ac0aef.jpg,b,conceptual diagram,3
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/simulation-usecase/30/images/fc74a7a43c2b4e7c76706ffb02402008e78e3a13e96c96e04dbe586e50ac0aef.jpg,c,conceptual diagram,3
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/simulation-usecase/30/images/figure_3.jpg,a,box plot,3
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/simulation-usecase/30/images/figure_3.jpg,b,scatter plot,3
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/simulation-usecase/30/images/figure_3.jpg,c,reaction scheme,3
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/simulation-usecase/30/images/figure_2.jpg,a,molecular structure diagram,4
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/simulation-usecase/30/images/figure_2.jpg,b,molecular structure diagram,4
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/simulation-usecase/30/images/figure_2.jpg,c,molecular structure diagram,4
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/simulation-usecase/30/images/figure_2.jpg,d,molecular structure diagram,4
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/simulation-usecase/30/images/figure_5.jpg,a,molecular structure diagram,2
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/simulation-usecase/30/images/figure_5.jpg,b,molecular structure diagram,2
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/simulation-usecase/30/images/figure_9.jpg,a,reaction energy profile diagram,2
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/simulation-usecase/30/images/figure_9.jpg,b,molecular structure diagram,2
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/simulation-usecase/30/images/figure_10.jpg,a,reaction energy profile diagram,2
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/simulation-usecase/30/images/figure_10.jpg,b,reaction energy profile diagram,2
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/simulation-usecase/30/images/a9607840c6d18561d4f18b7a1f06f1ae28d6db1defddf1c5004de640af0d0642.jpg,a,reaction scheme,7
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/simulation-usecase/30/images/a9607840c6d18561d4f18b7a1f06f1ae28d6db1defddf1c5004de640af0d0642.jpg,b,reaction scheme,7
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/simulation-usecase/30/images/a9607840c6d18561d4f18b7a1f06f1ae28d6db1defddf1c5004de640af0d0642.jpg,c,reaction scheme,7
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/simulation-usecase/30/images/a9607840c6d18561d4f18b7a1f06f1ae28d6db1defddf1c5004de640af0d0642.jpg,d,reaction scheme,7
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/simulation-usecase/30/images/a9607840c6d18561d4f18b7a1f06f1ae28d6db1defddf1c5004de640af0d0642.jpg,e,reaction scheme,7
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/simulation-usecase/30/images/a9607840c6d18561d4f18b7a1f06f1ae28d6db1defddf1c5004de640af0d0642.jpg,f,reaction scheme,7
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/simulation-usecase/30/images/a9607840c6d18561d4f18b7a1f06f1ae28d6db1defddf1c5004de640af0d0642.jpg,g,reaction scheme,7
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/simulation-usecase/30/images/figure_11.jpg,a,molecular structure diagram,4
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/simulation-usecase/30/images/figure_11.jpg,b,molecular structure diagram,4
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/simulation-usecase/30/images/figure_11.jpg,c,molecular structure diagram,4
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/simulation-usecase/30/images/figure_11.jpg,d,molecular structure diagram,4
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/simulation-usecase/30/images/figure_8.jpg,a,molecular structure diagram,4
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/simulation-usecase/30/images/figure_8.jpg,b,molecular structure diagram,4
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/simulation-usecase/30/images/figure_8.jpg,c,molecular structure diagram,4
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/simulation-usecase/30/images/figure_8.jpg,d,molecular structure diagram,4
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/simulation-usecase/30/images/figure_4.jpg,a,reaction energy profile diagram,8
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/simulation-usecase/30/images/figure_4.jpg,b,molecular structure diagram,8
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/simulation-usecase/30/images/figure_4.jpg,c,molecular structure diagram,8
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/simulation-usecase/30/images/figure_4.jpg,d,molecular structure diagram,8
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/simulation-usecase/30/images/figure_4.jpg,e,molecular structure diagram,8
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/simulation-usecase/30/images/figure_4.jpg,f,molecular structure diagram,8
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/simulation-usecase/30/images/figure_4.jpg,g,molecular structure diagram,8
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/simulation-usecase/30/images/figure_4.jpg,h,molecular structure diagram,8
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/simulation-usecase/30/images/figure_7.jpg,a,molecular structure diagram,1
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/simulation-usecase/30/images/figure_12.jpg,a,reaction energy profile diagram,2
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/simulation-usecase/30/images/figure_12.jpg,b,reaction energy profile diagram,2
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/simulation-usecase/30/images/figure_13.jpg,a,molecular structure diagram,4
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/simulation-usecase/30/images/figure_13.jpg,b,molecular structure diagram,4
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/simulation-usecase/30/images/figure_13.jpg,c,molecular structure diagram,4
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/simulation-usecase/30/images/figure_13.jpg,d,molecular structure diagram,4
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/simulation-usecase/30/images/figure_6.jpg,a,conceptual diagram,4
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/simulation-usecase/30/images/figure_6.jpg,b,scatter plot,4
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/simulation-usecase/30/images/figure_6.jpg,c,scatter plot,4
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/simulation-usecase/30/images/figure_6.jpg,d,scatter plot,4
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/simulation-usecase/30/images/figure_1.jpg,a,molecular structure diagram,3
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/simulation-usecase/30/images/figure_1.jpg,b,molecular structure diagram,3
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/simulation-usecase/30/images/figure_1.jpg,c,molecular structure diagram,3
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/simulation-usecase/52/images/fig_1.jpg,a,molecular structure diagram,1
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/simulation-usecase/52/images/fig_7.jpg,a,reaction energy profile diagram,2
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/simulation-usecase/52/images/fig_7.jpg,b,reaction energy profile diagram,2
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/simulation-usecase/52/images/fig_6.jpg,a,reaction energy profile diagram,1
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/simulation-usecase/52/images/fig_5.jpg,a,molecular structure diagram,2
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/simulation-usecase/52/images/fig_5.jpg,b,conceptual diagram,2
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/simulation-usecase/52/images/fig_4.jpg,a,reaction energy profile diagram,1
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/simulation-usecase/52/images/fig_8.jpg,a,reaction scheme,1
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/simulation-usecase/52/images/fig2.jpg,a,reaction energy profile diagram,1
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/simulation-usecase/52/images/fig_3.jpg,a,molecular structure diagram,1
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/simulation-usecase/55/images/figure_3.jpg,a,multiple line chart,1
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/simulation-usecase/55/images/figure_2.jpg,a,process flow diagram,1
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/simulation-usecase/55/images/figure_5.jpg,a,multiple line chart,1
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/simulation-usecase/55/images/figure_9.jpg,a,multiple line chart,1
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/simulation-usecase/55/images/figure_10.jpg,a,multiple line chart,1
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/simulation-usecase/55/images/figure_11.jpg,a,multiple line chart,1
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/simulation-usecase/55/images/figure_8.jpg,a,multi-axis chart,1
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/simulation-usecase/55/images/figure_4.jpg,a,multiple line chart,1
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/simulation-usecase/55/images/figure_7.jpg,a,multi-axis chart,1
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/simulation-usecase/55/images/figure_12.jpg,a,multiple line chart,1
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/simulation-usecase/55/images/figure_13.jpg,a,multiple line chart,1
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/simulation-usecase/55/images/figure_6.jpg,a,multiple line chart,1
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/simulation-usecase/55/images/figure_14.jpg,a,molecular structure diagram,3
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/simulation-usecase/55/images/figure_14.jpg,b,molecular structure diagram,3
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/simulation-usecase/55/images/figure_14.jpg,c,molecular structure diagram,3
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/simulation-usecase/55/images/figure_1.jpg,a,process flow diagram,1
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/simulation-usecase/48/images/fig1.jpg,a,reaction energy profile diagram,1
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/simulation-usecase/48/images/fig2.jpg,a,reaction energy profile diagram,1
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/simulation-usecase/23/images/fig1.jpg,a,molecular structure diagram,2
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/simulation-usecase/23/images/fig1.jpg,b,molecular structure diagram,2
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/simulation-usecase/23/images/fig_7.jpg,a,reaction scheme,2
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/simulation-usecase/23/images/fig_7.jpg,b,multiple line chart,2
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/simulation-usecase/23/images/fig_6.jpg,a,reaction energy profile diagram,3
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/simulation-usecase/23/images/fig_6.jpg,b,reaction energy profile diagram,3
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/simulation-usecase/23/images/fig_6.jpg,c,reaction energy profile diagram,3
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/simulation-usecase/23/images/fig_9.jpg,a,molecular structure diagram,2
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/simulation-usecase/23/images/fig_9.jpg,b,reaction scheme,2
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/simulation-usecase/23/images/fig_5.jpg,a,reaction energy profile diagram,3
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/simulation-usecase/23/images/fig_5.jpg,b,reaction energy profile diagram,3
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/simulation-usecase/23/images/fig_5.jpg,c,reaction energy profile diagram,3
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/simulation-usecase/23/images/fig_4.jpg,a,reaction scheme,1
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/simulation-usecase/23/images/fig_8.jpg,a,multi spectra chart,4
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/simulation-usecase/23/images/fig_8.jpg,b,multi spectra chart,4
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/simulation-usecase/23/images/fig_8.jpg,c,multi spectra chart,4
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/simulation-usecase/23/images/fig_8.jpg,d,multi spectra chart,4
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/simulation-usecase/23/images/fig2.jpg,a,reaction scheme,1
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/simulation-usecase/23/images/fig_3.jpg,a,reaction energy profile diagram,3
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/simulation-usecase/23/images/fig_3.jpg,b,reaction energy profile diagram,3
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/simulation-usecase/23/images/fig_3.jpg,c,reaction energy profile diagram,3
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/simulation-usecase/15/images/fig_1.jpg,a,molecular structure diagram,1
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/simulation-usecase/15/images/4d4f406e9932876c1e7d842c8a2c6e5c2ea735e3033a559de968675a1eb78e85.jpg,a,reaction scheme,2
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/simulation-usecase/15/images/4d4f406e9932876c1e7d842c8a2c6e5c2ea735e3033a559de968675a1eb78e85.jpg,b,reaction scheme,2
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/simulation-usecase/15/images/fig_7.jpg,a,molecular structure diagram,1
/Users/lingzhou/Resource/DataResource/ALD-E-ImageMiner-main/icdar2026-competition-data/train/atomic-layer-deposition/simulation-usecase/15/images/fig_6.jpg,a,multiple line chart,1
